soil_moisture,soil_temperature,air_temperature,air_humidity,wind_speed,wind_direction,irrigation_class,irrigation_label
56.9,18.8,20.8,73.4,7.4,207.9,0,NO IRRIGATION
37.5,15.0,15.3,79.8,5.2,3.4,1,LOW IRRIGATION
36.4,21.5,22.2,60.3,3.8,64.2,1,LOW IRRIGATION
40.8,26.7,28.0,44.1,5.6,285.0,1,LOW IRRIGATION
58.0,21.3,21.4,82.3,25.7,273.8,0,NO IRRIGATION
59.1,12.0,12.3,89.9,13.4,239.8,0,NO IRRIGATION
55.4,25.5,28.7,48.1,4.4,82.8,0,NO IRRIGATION
41.4,16.0,17.5,77.0,9.0,234.1,1,LOW IRRIGATION
32.8,19.3,23.1,39.6,3.4,231.4,1,LOW IRRIGATION
13.2,28.9,30.6,14.3,10.0,305.1,3,HIGH IRRIGATION
84.6,22.8,24.4,93.9,15.3,145.9,0,NO IRRIGATION
28.8,29.9,32.3,29.8,8.2,296.9,3,HIGH IRRIGATION
23.0,40.5,40.1,21.0,14.5,142.1,3,HIGH IRRIGATION
52.4,15.5,16.2,70.6,7.5,49.7,0,NO IRRIGATION
14.2,42.9,44.4,13.6,15.2,147.6,3,HIGH IRRIGATION
77.4,22.3,24.4,84.4,7.1,310.0,0,NO IRRIGATION
33.6,36.3,41.2,50.0,10.7,282.9,2,MEDIUM IRRIGATION
27.9,35.3,35.6,17.0,2.7,72.7,3,HIGH IRRIGATION
18.5,25.3,28.9,50.0,9.9,99.3,3,HIGH IRRIGATION
36.1,35.7,37.0,48.4,14.4,137.0,2,MEDIUM IRRIGATION
47.2,18.3,19.6,51.7,1.8,278.2,1,LOW IRRIGATION
45.2,34.4,37.9,24.0,8.3,51.1,1,LOW IRRIGATION
67.3,24.7,26.9,84.8,4.6,150.5,0,NO IRRIGATION
67.4,26.0,26.5,40.3,10.3,72.1,0,NO IRRIGATION
82.6,21.4,25.2,85.4,6.5,251.6,0,NO IRRIGATION
66.0,21.6,23.8,83.8,10.0,6.2,0,NO IRRIGATION
34.7,35.9,34.0,13.1,15.2,358.6,2,MEDIUM IRRIGATION
27.8,31.3,33.4,16.2,11.4,223.9,3,HIGH IRRIGATION
72.5,19.5,20.7,90.1,1.6,326.0,0,NO IRRIGATION
26.7,36.8,37.8,29.3,13.1,306.8,3,HIGH IRRIGATION
27.9,25.9,28.1,40.7,10.3,2.4,2,MEDIUM IRRIGATION
17.6,32.2,36.0,30.1,14.7,317.5,3,HIGH IRRIGATION
61.6,23.2,24.7,92.0,10.7,306.8,0,NO IRRIGATION
78.2,23.8,25.0,89.7,1.5,106.8,0,NO IRRIGATION
40.7,30.5,34.1,33.3,8.4,316.7,1,LOW IRRIGATION
62.3,21.2,24.3,42.2,1.1,180.4,0,NO IRRIGATION
54.5,18.2,17.7,79.6,4.0,60.9,0,NO IRRIGATION
12.7,27.2,31.9,21.3,6.7,246.5,3,HIGH IRRIGATION
37.3,32.1,34.7,27.0,13.7,115.1,2,MEDIUM IRRIGATION
33.5,26.6,29.9,32.8,7.6,115.2,2,MEDIUM IRRIGATION
58.4,21.8,23.4,85.1,3.7,323.5,0,NO IRRIGATION
30.2,29.2,31.6,27.5,23.2,68.1,3,HIGH IRRIGATION
30.8,22.9,24.0,58.3,8.6,16.8,1,LOW IRRIGATION
60.1,17.8,16.9,74.0,3.2,357.3,0,NO IRRIGATION
66.6,19.2,22.5,75.6,8.1,12.0,0,NO IRRIGATION
42.8,18.5,18.5,83.5,0.5,104.9,1,LOW IRRIGATION
75.4,23.3,25.5,84.2,5.9,51.9,0,NO IRRIGATION
17.3,32.3,32.2,28.9,2.8,67.0,3,HIGH IRRIGATION
90.0,19.9,22.0,90.8,5.9,319.5,0,NO IRRIGATION
80.4,16.7,18.3,89.4,6.4,86.3,0,NO IRRIGATION
49.4,27.3,30.9,37.6,6.5,42.1,1,LOW IRRIGATION
48.5,22.1,22.7,52.9,7.5,317.0,1,LOW IRRIGATION
19.7,41.4,41.8,28.5,6.3,75.1,3,HIGH IRRIGATION
86.9,26.7,27.7,88.0,6.1,128.1,0,NO IRRIGATION
75.7,15.3,19.6,93.2,3.8,83.9,0,NO IRRIGATION
65.4,23.4,25.4,49.1,1.7,236.3,0,NO IRRIGATION
64.6,24.2,24.0,52.2,13.0,147.8,0,NO IRRIGATION
13.4,38.6,36.9,11.8,7.6,137.5,3,HIGH IRRIGATION
14.0,34.5,36.7,12.8,21.1,11.5,3,HIGH IRRIGATION
58.6,19.2,22.5,81.0,4.0,72.4,0,NO IRRIGATION
66.8,19.9,21.7,52.1,3.8,174.8,0,NO IRRIGATION
13.5,34.0,35.6,30.8,3.2,137.1,3,HIGH IRRIGATION
62.2,17.9,19.5,92.1,4.5,20.0,0,NO IRRIGATION
50.9,31.7,33.1,32.8,7.5,220.1,1,LOW IRRIGATION
29.2,37.4,36.6,24.2,11.9,246.6,3,HIGH IRRIGATION
44.7,37.0,38.3,24.4,30.9,24.5,2,MEDIUM IRRIGATION
30.3,26.6,29.1,12.0,3.0,225.7,2,MEDIUM IRRIGATION
33.5,28.9,29.2,56.4,10.5,81.6,2,MEDIUM IRRIGATION
33.0,21.9,23.5,51.8,2.4,100.3,1,LOW IRRIGATION
46.9,30.0,31.9,40.6,5.5,210.1,1,LOW IRRIGATION
87.2,19.5,22.2,82.2,10.1,306.5,0,NO IRRIGATION
11.5,35.2,34.0,22.5,18.0,344.5,3,HIGH IRRIGATION
88.7,25.3,28.7,81.4,13.1,337.7,0,NO IRRIGATION
38.6,20.7,23.8,47.9,3.9,309.1,1,LOW IRRIGATION
43.4,27.8,33.6,17.0,13.1,104.9,2,MEDIUM IRRIGATION
55.6,24.0,25.3,50.8,6.5,28.5,0,NO IRRIGATION
44.4,34.8,36.6,37.8,12.0,277.8,2,MEDIUM IRRIGATION
90.0,21.3,25.5,88.2,5.3,96.1,0,NO IRRIGATION
30.6,23.6,26.0,31.8,12.0,321.6,2,MEDIUM IRRIGATION
21.3,41.5,39.0,18.7,25.9,113.3,3,HIGH IRRIGATION
51.1,22.7,23.1,49.0,2.6,41.3,1,LOW IRRIGATION
30.5,22.6,24.9,47.0,6.4,295.8,2,MEDIUM IRRIGATION
26.3,36.0,38.0,25.8,12.1,67.5,3,HIGH IRRIGATION
38.5,21.1,20.5,54.5,5.2,105.7,1,LOW IRRIGATION
30.3,46.0,48.0,16.6,10.4,292.4,3,HIGH IRRIGATION
16.5,42.7,43.4,23.4,21.6,88.4,3,HIGH IRRIGATION
82.7,23.0,27.2,88.8,7.8,232.3,0,NO IRRIGATION
46.7,27.6,30.6,42.3,3.1,347.8,1,LOW IRRIGATION
18.3,37.1,35.7,15.1,21.6,174.7,3,HIGH IRRIGATION
42.6,16.9,17.3,94.4,6.3,232.7,0,NO IRRIGATION
78.3,21.1,23.7,95.8,4.2,135.6,0,NO IRRIGATION
83.7,23.2,26.2,84.0,12.0,71.7,0,NO IRRIGATION
65.3,16.2,18.7,79.0,4.2,220.7,0,NO IRRIGATION
65.5,26.4,26.7,43.7,10.4,53.6,0,NO IRRIGATION
34.2,26.1,26.7,46.0,3.3,280.0,1,LOW IRRIGATION
28.7,34.0,35.5,20.3,21.5,114.5,3,HIGH IRRIGATION
81.1,22.5,25.3,78.3,4.7,253.7,0,NO IRRIGATION
48.6,24.5,25.8,43.0,22.0,102.3,1,LOW IRRIGATION
83.0,24.1,25.5,98.1,6.4,26.8,0,NO IRRIGATION
36.1,20.0,22.7,58.7,6.4,42.2,1,LOW IRRIGATION
62.8,24.0,25.4,87.9,5.1,33.2,0,NO IRRIGATION
43.2,15.4,16.9,63.3,4.5,186.2,1,LOW IRRIGATION
46.9,36.1,38.9,14.8,6.7,233.2,1,LOW IRRIGATION
19.5,41.3,37.1,22.2,6.0,219.7,3,HIGH IRRIGATION
51.1,34.3,34.8,17.8,5.9,271.1,1,LOW IRRIGATION
54.8,26.3,28.1,71.5,4.8,12.8,1,LOW IRRIGATION
54.5,23.6,26.1,66.5,8.5,142.9,0,NO IRRIGATION
27.5,31.6,33.7,23.5,7.3,47.2,2,MEDIUM IRRIGATION
54.3,18.5,19.2,79.0,2.1,297.8,0,NO IRRIGATION
48.1,22.1,25.1,38.5,4.8,334.0,1,LOW IRRIGATION
64.5,15.1,13.9,84.9,7.2,260.4,0,NO IRRIGATION
32.8,31.6,33.6,35.7,9.7,308.7,2,MEDIUM IRRIGATION
49.4,31.4,32.7,21.4,7.8,201.6,1,LOW IRRIGATION
23.8,40.5,40.9,29.2,33.8,290.1,3,HIGH IRRIGATION
43.7,23.4,26.9,51.5,6.2,336.2,1,LOW IRRIGATION
78.4,23.6,26.0,87.5,7.8,26.5,0,NO IRRIGATION
42.5,21.4,23.2,47.0,7.5,245.6,1,LOW IRRIGATION
51.6,34.2,35.7,28.0,10.1,259.7,1,LOW IRRIGATION
21.3,35.3,34.0,16.5,6.6,63.0,3,HIGH IRRIGATION
84.4,21.2,23.1,81.0,10.7,26.0,0,NO IRRIGATION
37.1,14.4,15.5,76.1,0.7,330.1,1,LOW IRRIGATION
28.2,39.8,42.1,15.0,7.0,255.8,3,HIGH IRRIGATION
63.1,23.7,24.8,43.4,4.1,153.3,0,NO IRRIGATION
8.2,40.6,41.1,22.7,13.7,137.4,3,HIGH IRRIGATION
89.6,18.9,20.5,84.6,1.1,310.5,0,NO IRRIGATION
68.7,21.9,26.3,85.2,15.1,53.7,0,NO IRRIGATION
34.4,34.1,35.4,20.6,17.9,334.2,2,MEDIUM IRRIGATION
36.2,25.1,26.0,44.8,8.9,313.3,2,MEDIUM IRRIGATION
20.2,41.3,41.8,21.9,15.8,42.5,3,HIGH IRRIGATION
40.6,22.0,24.0,87.9,2.1,157.6,1,LOW IRRIGATION
44.3,15.0,18.4,71.0,1.4,104.8,1,LOW IRRIGATION
65.8,17.7,21.6,77.3,11.7,7.6,0,NO IRRIGATION
12.9,31.4,33.8,24.0,6.0,8.3,3,HIGH IRRIGATION
66.1,20.0,21.1,80.2,0.5,9.1,0,NO IRRIGATION
33.4,31.3,34.1,22.7,6.7,289.5,2,MEDIUM IRRIGATION
30.6,36.3,40.2,11.6,22.4,269.3,3,HIGH IRRIGATION
34.6,43.5,44.4,24.4,20.1,3.9,2,MEDIUM IRRIGATION
31.0,35.4,37.2,26.7,2.0,196.9,2,MEDIUM IRRIGATION
59.6,16.8,19.6,91.1,3.2,283.9,0,NO IRRIGATION
30.5,30.3,28.9,33.1,7.9,218.9,2,MEDIUM IRRIGATION
9.2,41.0,40.0,14.6,17.3,259.0,3,HIGH IRRIGATION
86.5,21.3,25.8,80.4,11.2,129.9,0,NO IRRIGATION
52.1,20.5,23.4,44.5,13.3,44.1,0,NO IRRIGATION
21.9,33.8,36.9,26.9,11.7,162.2,3,HIGH IRRIGATION
35.6,38.1,40.7,24.7,9.3,291.8,2,MEDIUM IRRIGATION
41.2,22.7,23.6,57.4,9.8,125.9,1,LOW IRRIGATION
66.9,14.3,16.3,84.7,1.7,340.4,0,NO IRRIGATION
43.1,25.9,25.5,41.0,7.3,41.6,1,LOW IRRIGATION
36.3,29.4,29.9,33.6,4.1,283.1,2,MEDIUM IRRIGATION
53.9,22.0,22.8,83.1,3.6,155.5,0,NO IRRIGATION
72.1,20.7,24.4,91.8,14.2,297.5,0,NO IRRIGATION
64.0,23.0,23.6,50.4,1.5,265.6,0,NO IRRIGATION
59.4,22.7,26.2,50.0,6.7,53.1,0,NO IRRIGATION
72.3,20.3,23.4,87.2,2.7,319.1,0,NO IRRIGATION
67.4,21.0,23.7,52.9,1.1,84.1,0,NO IRRIGATION
30.3,41.9,41.1,25.8,10.7,141.8,3,HIGH IRRIGATION
36.3,32.6,34.0,22.2,6.6,340.8,2,MEDIUM IRRIGATION
77.4,17.1,17.7,84.1,2.6,110.1,0,NO IRRIGATION
49.1,29.0,30.1,25.9,26.1,214.4,1,LOW IRRIGATION
27.5,36.4,38.4,27.5,6.6,169.8,2,MEDIUM IRRIGATION
46.7,31.9,33.9,27.7,6.0,81.9,1,LOW IRRIGATION
58.6,15.9,16.6,76.8,2.9,222.6,0,NO IRRIGATION
57.8,12.0,11.0,73.3,0.9,193.3,0,NO IRRIGATION
26.2,25.4,26.6,39.5,14.5,69.4,2,MEDIUM IRRIGATION
44.1,36.4,39.7,30.9,16.0,50.0,2,MEDIUM IRRIGATION
31.4,35.1,39.1,35.3,6.6,149.9,2,MEDIUM IRRIGATION
64.2,21.1,24.4,88.0,19.7,29.8,0,NO IRRIGATION
31.6,28.8,30.9,28.5,3.5,166.7,2,MEDIUM IRRIGATION
39.8,32.3,35.8,38.3,7.5,59.9,2,MEDIUM IRRIGATION
37.4,17.3,17.8,83.1,4.2,129.9,1,LOW IRRIGATION
80.4,22.6,25.4,80.0,5.1,229.0,0,NO IRRIGATION
67.2,24.8,27.3,87.9,1.3,107.3,0,NO IRRIGATION
15.9,29.7,30.5,30.9,8.3,79.3,3,HIGH IRRIGATION
83.9,21.0,21.7,85.5,11.8,84.0,0,NO IRRIGATION
31.5,33.8,36.9,12.7,11.9,82.7,2,MEDIUM IRRIGATION
61.7,17.0,19.2,91.6,9.4,239.2,0,NO IRRIGATION
62.5,13.3,16.1,84.1,3.9,31.3,0,NO IRRIGATION
33.8,30.0,31.9,65.0,11.5,207.0,2,MEDIUM IRRIGATION
63.3,27.0,30.3,50.4,10.2,298.4,0,NO IRRIGATION
39.7,12.0,12.5,78.9,4.5,260.6,1,LOW IRRIGATION
38.8,23.3,22.8,56.4,4.2,335.4,1,LOW IRRIGATION
51.9,27.2,28.7,40.2,2.0,270.3,1,LOW IRRIGATION
66.5,24.0,26.7,78.9,3.5,255.6,0,NO IRRIGATION
39.5,39.5,36.7,13.3,11.9,211.8,2,MEDIUM IRRIGATION
22.5,42.2,42.0,17.1,25.9,10.2,3,HIGH IRRIGATION
12.3,42.1,39.3,11.4,13.7,249.3,3,HIGH IRRIGATION
46.1,25.8,26.5,46.4,1.0,61.7,1,LOW IRRIGATION
75.6,18.4,19.6,77.8,13.3,64.8,0,NO IRRIGATION
47.9,23.6,24.6,51.3,5.2,311.3,1,LOW IRRIGATION
38.5,37.1,36.8,26.4,11.1,120.8,2,MEDIUM IRRIGATION
60.4,20.6,25.6,50.5,3.5,53.8,0,NO IRRIGATION
51.0,29.2,29.9,44.9,22.0,300.8,1,LOW IRRIGATION
42.9,32.0,35.7,36.7,9.1,245.8,1,LOW IRRIGATION
63.3,20.2,22.2,89.4,1.4,76.4,0,NO IRRIGATION
47.0,26.4,28.3,71.8,4.8,335.9,1,LOW IRRIGATION
11.5,41.4,41.4,28.9,16.7,16.1,3,HIGH IRRIGATION
41.7,22.3,22.6,45.1,7.1,8.9,1,LOW IRRIGATION
37.5,41.0,40.9,24.6,18.9,215.1,2,MEDIUM IRRIGATION
27.9,39.8,40.4,14.0,8.3,324.6,3,HIGH IRRIGATION
54.6,26.9,29.3,45.2,6.8,149.5,1,LOW IRRIGATION
62.5,28.9,29.1,57.9,9.0,346.9,0,NO IRRIGATION
14.4,37.2,36.3,21.8,40.8,308.8,3,HIGH IRRIGATION
41.2,14.0,15.8,62.0,1.4,304.9,1,LOW IRRIGATION
38.8,38.3,34.0,17.2,20.2,43.7,2,MEDIUM IRRIGATION
36.7,19.7,21.7,42.2,5.3,22.7,2,MEDIUM IRRIGATION
47.6,25.2,26.0,26.9,10.1,205.7,1,LOW IRRIGATION
13.1,39.5,43.0,22.6,17.0,358.4,3,HIGH IRRIGATION
47.2,31.4,35.1,32.3,5.9,297.6,1,LOW IRRIGATION
30.9,30.8,34.0,34.7,21.9,342.3,2,MEDIUM IRRIGATION
66.9,20.2,23.7,84.1,6.4,234.2,0,NO IRRIGATION
34.5,31.1,33.3,29.9,18.6,103.2,2,MEDIUM IRRIGATION
88.2,20.6,23.0,90.6,27.4,118.9,0,NO IRRIGATION
51.7,12.0,13.7,82.6,6.3,358.5,0,NO IRRIGATION
77.9,23.2,25.5,89.7,1.7,12.3,0,NO IRRIGATION
66.7,22.7,22.1,81.2,1.3,217.0,0,NO IRRIGATION
46.9,18.7,19.6,66.1,1.0,198.6,0,NO IRRIGATION
15.0,37.2,37.5,21.3,22.1,18.7,3,HIGH IRRIGATION
40.3,32.7,34.6,19.4,4.1,84.2,2,MEDIUM IRRIGATION
32.2,40.2,38.7,22.5,26.6,341.6,3,HIGH IRRIGATION
20.4,37.3,40.7,32.2,24.0,127.8,3,HIGH IRRIGATION
31.4,31.3,33.8,33.2,8.8,6.5,2,MEDIUM IRRIGATION
48.2,26.7,25.4,45.0,7.1,287.7,1,LOW IRRIGATION
49.4,32.9,37.7,31.3,14.0,24.8,1,LOW IRRIGATION
68.8,13.9,13.6,77.8,5.5,155.1,0,NO IRRIGATION
68.1,23.7,26.1,82.9,1.9,194.8,0,NO IRRIGATION
40.4,29.0,29.5,38.7,3.0,226.8,1,LOW IRRIGATION
86.4,22.9,24.2,89.4,12.1,357.7,0,NO IRRIGATION
19.5,36.3,35.6,17.8,24.9,343.2,3,HIGH IRRIGATION
61.8,24.0,24.3,59.0,17.2,62.9,0,NO IRRIGATION
51.2,18.0,19.8,46.3,5.2,42.3,0,NO IRRIGATION
60.1,21.8,24.4,45.6,8.4,85.1,0,NO IRRIGATION
60.2,22.0,23.6,44.5,9.4,57.3,0,NO IRRIGATION
42.6,23.2,23.5,57.5,10.2,263.4,1,LOW IRRIGATION
30.8,24.3,27.9,52.5,9.4,9.7,2,MEDIUM IRRIGATION
35.8,36.7,36.3,18.4,11.9,238.7,2,MEDIUM IRRIGATION
46.3,27.3,28.2,43.9,5.6,75.3,1,LOW IRRIGATION
51.2,26.7,28.5,43.6,19.1,351.9,1,LOW IRRIGATION
17.2,29.7,32.5,42.3,15.0,201.2,3,HIGH IRRIGATION
23.5,38.9,40.9,25.0,12.8,200.2,3,HIGH IRRIGATION
10.8,37.2,37.7,13.1,6.0,115.5,3,HIGH IRRIGATION
89.0,23.2,24.8,89.7,9.8,163.4,0,NO IRRIGATION
32.0,38.9,44.0,31.9,6.0,144.2,2,MEDIUM IRRIGATION
29.0,32.6,32.9,50.0,3.8,280.9,2,MEDIUM IRRIGATION
20.5,32.8,34.7,42.3,6.8,196.3,3,HIGH IRRIGATION
9.6,41.7,41.3,30.4,18.0,49.5,3,HIGH IRRIGATION
33.4,20.4,22.1,47.4,17.1,5.3,2,MEDIUM IRRIGATION
23.7,38.7,37.5,23.2,17.0,151.9,3,HIGH IRRIGATION
60.2,22.7,26.6,52.9,18.1,202.8,0,NO IRRIGATION
33.3,22.9,23.5,66.3,8.8,81.4,2,MEDIUM IRRIGATION
76.7,17.6,17.2,78.9,15.0,292.2,0,NO IRRIGATION
72.8,16.6,16.1,87.2,8.7,163.0,0,NO IRRIGATION
34.4,35.3,37.9,13.9,6.6,5.8,2,MEDIUM IRRIGATION
54.6,24.7,25.2,49.1,4.9,245.8,0,NO IRRIGATION
25.6,33.1,32.1,20.2,11.5,17.5,2,MEDIUM IRRIGATION
32.4,19.1,20.4,59.6,11.7,324.8,1,LOW IRRIGATION
56.3,20.7,22.2,64.1,3.1,32.6,0,NO IRRIGATION
58.5,20.3,21.2,55.4,1.0,343.2,0,NO IRRIGATION
33.9,32.3,33.1,27.7,11.6,46.1,2,MEDIUM IRRIGATION
45.6,24.1,26.9,50.3,1.0,25.5,1,LOW IRRIGATION
74.6,21.1,22.9,70.7,4.9,295.7,0,NO IRRIGATION
45.2,33.6,36.0,31.4,2.0,267.6,1,LOW IRRIGATION
25.3,31.8,31.1,33.5,3.9,48.7,2,MEDIUM IRRIGATION
52.3,14.2,16.0,76.5,0.8,23.1,0,NO IRRIGATION
74.7,13.8,15.5,69.6,3.2,106.9,0,NO IRRIGATION
59.5,22.9,26.1,84.2,10.4,280.2,0,NO IRRIGATION
67.7,16.0,16.5,84.3,1.0,88.0,0,NO IRRIGATION
56.5,23.5,23.6,56.9,19.4,85.3,0,NO IRRIGATION
39.0,27.6,28.9,48.7,2.0,16.1,1,LOW IRRIGATION
73.1,16.1,15.9,69.8,7.6,94.2,0,NO IRRIGATION
38.7,39.3,37.2,21.2,8.3,149.1,2,MEDIUM IRRIGATION
13.6,40.9,40.5,17.3,15.6,80.7,3,HIGH IRRIGATION
44.4,23.8,26.7,67.1,4.6,89.9,1,LOW IRRIGATION
62.8,22.9,24.2,54.3,10.5,162.7,0,NO IRRIGATION
73.1,24.6,26.2,88.0,19.6,264.0,0,NO IRRIGATION
81.1,24.2,28.3,72.0,11.4,111.9,0,NO IRRIGATION
78.0,12.7,14.2,76.0,4.7,183.9,0,NO IRRIGATION
66.3,25.9,26.0,47.0,2.1,157.6,0,NO IRRIGATION
52.4,24.2,25.0,61.1,6.6,231.6,0,NO IRRIGATION
84.9,18.5,21.0,92.6,7.8,8.7,0,NO IRRIGATION
27.3,35.8,34.4,25.9,11.9,297.6,3,HIGH IRRIGATION
53.9,16.8,17.9,87.2,9.1,60.6,0,NO IRRIGATION
17.6,32.9,32.9,32.6,15.5,269.3,3,HIGH IRRIGATION
63.9,24.7,26.7,45.0,2.5,38.7,0,NO IRRIGATION
85.2,21.7,24.0,86.8,3.2,28.2,0,NO IRRIGATION
35.9,29.5,31.9,31.7,12.5,316.5,2,MEDIUM IRRIGATION
56.0,22.6,25.8,58.3,11.7,289.3,1,LOW IRRIGATION
37.5,15.8,16.6,77.7,15.0,62.7,1,LOW IRRIGATION
16.8,34.1,39.4,21.5,6.4,50.0,3,HIGH IRRIGATION
27.6,30.0,31.7,54.6,3.8,157.8,2,MEDIUM IRRIGATION
85.3,15.0,16.0,86.4,7.0,27.7,0,NO IRRIGATION
33.4,22.8,24.0,47.1,3.1,60.8,2,MEDIUM IRRIGATION
37.3,15.0,16.3,72.7,2.3,3.5,1,LOW IRRIGATION
60.4,21.3,21.2,44.1,2.2,104.4,0,NO IRRIGATION
41.0,15.1,16.0,75.9,2.0,98.0,1,LOW IRRIGATION
25.5,37.5,37.8,26.1,12.1,111.6,3,HIGH IRRIGATION
53.3,14.0,15.0,80.9,1.6,82.5,0,NO IRRIGATION
45.4,13.9,16.8,70.5,1.9,52.1,0,NO IRRIGATION
50.9,20.7,21.4,76.5,2.8,57.4,0,NO IRRIGATION
25.7,37.9,37.9,44.3,12.7,112.8,2,MEDIUM IRRIGATION
43.5,30.1,32.0,40.6,9.7,142.8,1,LOW IRRIGATION
19.9,40.8,37.6,18.4,12.4,279.0,3,HIGH IRRIGATION
69.3,20.5,23.2,77.0,5.6,18.0,0,NO IRRIGATION
79.0,21.8,23.7,89.1,5.8,26.5,0,NO IRRIGATION
49.1,26.5,27.0,58.5,3.6,313.3,1,LOW IRRIGATION
27.2,21.9,23.8,42.7,12.3,1.2,2,MEDIUM IRRIGATION
42.9,29.6,36.1,34.4,11.1,57.8,1,LOW IRRIGATION
36.3,41.9,41.0,31.2,12.1,131.3,2,MEDIUM IRRIGATION
38.6,34.9,36.0,36.3,11.6,294.0,2,MEDIUM IRRIGATION
76.4,21.2,23.7,91.2,9.2,230.8,0,NO IRRIGATION
49.8,22.4,26.0,43.5,12.7,301.2,1,LOW IRRIGATION
33.9,36.8,39.8,33.5,19.2,245.7,2,MEDIUM IRRIGATION
62.2,24.4,26.8,52.1,1.6,172.8,0,NO IRRIGATION
38.7,20.9,20.6,72.6,6.9,161.6,1,LOW IRRIGATION
55.6,22.0,21.1,91.2,4.8,180.8,0,NO IRRIGATION
20.6,38.6,38.0,25.1,20.1,208.3,3,HIGH IRRIGATION
52.3,29.2,29.3,52.5,10.9,58.1,1,LOW IRRIGATION
41.1,26.1,25.8,54.9,5.4,70.3,1,LOW IRRIGATION
42.8,31.4,29.4,40.8,13.0,258.4,1,LOW IRRIGATION
37.9,29.7,30.7,41.1,5.3,135.9,2,MEDIUM IRRIGATION
28.3,28.8,30.3,38.0,3.1,109.6,2,MEDIUM IRRIGATION
40.8,35.3,39.3,34.5,8.1,353.4,2,MEDIUM IRRIGATION
17.5,41.5,41.6,12.7,20.8,4.3,3,HIGH IRRIGATION
30.8,23.4,22.6,50.1,4.3,106.2,1,LOW IRRIGATION
60.9,24.2,25.3,61.0,1.0,306.1,0,NO IRRIGATION
35.8,37.1,37.9,22.9,6.0,2.1,2,MEDIUM IRRIGATION
36.7,14.8,15.9,77.7,1.3,311.3,1,LOW IRRIGATION
69.5,16.7,17.5,72.3,5.6,40.6,0,NO IRRIGATION
47.0,23.9,26.8,57.4,4.7,81.0,1,LOW IRRIGATION
45.8,22.0,23.1,84.0,1.9,356.5,1,LOW IRRIGATION
42.6,36.8,41.7,24.5,11.6,323.5,2,MEDIUM IRRIGATION
42.8,32.7,33.6,37.8,5.5,50.8,1,LOW IRRIGATION
28.7,18.0,20.7,39.5,3.8,102.7,2,MEDIUM IRRIGATION
66.4,12.5,12.2,84.0,12.9,183.8,0,NO IRRIGATION
56.7,26.0,26.9,41.1,1.6,266.1,0,NO IRRIGATION
53.2,12.8,14.3,76.3,1.9,302.0,0,NO IRRIGATION
27.1,33.7,34.0,14.0,10.6,223.4,2,MEDIUM IRRIGATION
37.0,33.4,34.1,12.3,6.0,158.0,2,MEDIUM IRRIGATION
71.2,17.4,20.2,84.3,5.1,246.1,0,NO IRRIGATION
16.5,45.4,46.1,20.3,9.3,173.4,3,HIGH IRRIGATION
79.9,21.0,23.5,77.8,5.5,49.7,0,NO IRRIGATION
39.6,25.6,29.3,14.9,14.8,4.6,2,MEDIUM IRRIGATION
46.0,34.9,36.2,12.0,17.7,133.9,2,MEDIUM IRRIGATION
28.1,38.1,38.4,22.3,23.1,310.9,3,HIGH IRRIGATION
84.2,20.7,24.6,87.0,3.4,179.7,0,NO IRRIGATION
64.4,26.0,26.9,60.3,1.0,87.2,0,NO IRRIGATION
37.3,16.9,19.3,73.4,3.1,154.8,1,LOW IRRIGATION
62.7,26.8,27.0,51.6,7.6,286.7,0,NO IRRIGATION
83.7,21.9,25.0,88.0,1.9,249.0,0,NO IRRIGATION
63.5,21.4,25.5,81.1,1.7,37.0,0,NO IRRIGATION
67.1,22.4,24.5,63.9,3.5,52.5,0,NO IRRIGATION
53.6,19.4,20.8,84.8,3.4,47.2,0,NO IRRIGATION
60.8,20.6,21.6,85.5,3.6,152.6,0,NO IRRIGATION
49.4,22.8,23.9,66.7,4.2,120.1,1,LOW IRRIGATION
47.5,19.1,20.2,53.2,15.5,239.8,0,NO IRRIGATION
48.8,33.2,31.5,29.9,3.7,19.1,1,LOW IRRIGATION
37.8,38.6,36.4,32.4,9.2,203.1,2,MEDIUM IRRIGATION
65.8,23.7,25.5,58.6,6.4,18.0,0,NO IRRIGATION
46.6,23.5,24.8,52.3,3.4,58.6,1,LOW IRRIGATION
42.2,33.4,37.3,46.0,7.0,180.0,2,MEDIUM IRRIGATION
32.3,28.7,29.9,39.7,13.1,301.8,2,MEDIUM IRRIGATION
56.8,22.1,25.9,42.3,4.4,269.0,0,NO IRRIGATION
9.9,36.7,36.0,24.3,21.2,320.5,3,HIGH IRRIGATION
32.5,28.1,30.2,26.8,2.6,318.8,2,MEDIUM IRRIGATION
36.1,19.3,21.4,60.4,3.6,113.1,1,LOW IRRIGATION
60.8,25.1,24.2,54.9,4.1,325.4,0,NO IRRIGATION
65.4,17.9,21.3,86.0,3.6,73.3,0,NO IRRIGATION
21.0,35.5,35.8,23.4,8.2,343.7,3,HIGH IRRIGATION
49.4,16.5,15.9,82.7,4.2,218.4,1,LOW IRRIGATION
46.9,20.5,19.0,73.0,1.8,225.0,0,NO IRRIGATION
25.0,37.3,36.5,11.0,16.3,75.5,3,HIGH IRRIGATION
25.0,37.2,35.5,23.8,9.9,331.9,3,HIGH IRRIGATION
44.7,28.8,31.2,32.4,17.9,173.3,2,MEDIUM IRRIGATION
62.1,22.0,24.0,71.3,5.1,133.9,0,NO IRRIGATION
